,Item Code,Category,Type,Material
1032,SH/GJ-060 -- WOODEN IRON SIDEBOARD,Cupboard,Cabinet,Wood
1033,SH/GJ-061 -- WOODEN RUSTIC SMALL CUPBOARD,Cupboard,Regular,Wood
1034,SH/GJ-062 -- WOODEN SMALL MANJUSH,Cupboard,Regular,Wood
1035,SH/GJ-063 -- WOODEN MAGAZINE STAND,Stand,Magazine Stand,Wood
1036,SH/GJ-07 -- WOODEN BRASS FITTED BOX,Home Decor,Box,Wood
1037,SH/GJ-08 -- WOODEN BED TYPE BECNH,Bed,,Wood
1038,SH/GJ-12 -- CUSHION CHAIR,Chair,Sitting Chair,Wood
1039,SH/GJ-14 -- WOODEN BENCH,Chair,Bench,Wood
1040,,,,
1041,SH/GJ-17 -- WOODEN CUPBOARD WITH GLASS,Cupboard,Regular,Glass and Wood
1042,SH/GJ-21 -- LEATHER CHAIR,Chair,Sofa Chair with Leather,Wood
1043,SH/GJ-22 -- WOODEN BIRD CAGE,Home Decor,Cage,Wood
1044,SH/GJ-24 -- BOAT SHAPE CABINET,Cupboard,Cabinet,Wood
1045,SH/GJ-28 -- COFEE TABLE BOX,Table,Coffee Table,Wood
1046,"SH/GJ-33 -- ROSE WOOD BED
6X8X4",Bed,,Wood
1047,SH/GJ-36 -- WOODEN COLOURED BIG CABINET,Cupboard,Cabinet,Wood
1048,"SH/GJ-39 -- MARBLE MADE SQURE BOWL
(BIG)",Home Decor,Objects,Stone
1049,SHBNCH-1 -- BT & Cane bench,Chair,Cane Chair,Wood
1050,SHCNL-01 -- Console table marble top,Table,Console,Stone and Wood
1051,SH-GJ-013 -- W/D DINNING TABLE,Table,Dining Table,Wood
1052,SHMBTBL-02 -- Burma teak Bed Side Table,Table,Bedside,Wood
1053,SHMBTBL-03 -- Old Burma Teak Table,Table,Coffee Table,Wood
1054,SHMCBNT01 -- Burma Teak Cabinet,Cupboard,Cabinet,Wood
1055,SHMCBRD-03 -- Old burma teak Cupboard,Table,Regular,Wood
1056,SHMCHR-01 --  Old Burma Teak Chair,Chair,Sitting Chair,Wood
1057,SHMCHT-01 -- Old Burma Teak Chest,Trunk,Chest,Wood
1058,SHMCODR-01 --  Burma Teak Multi Drawer,Cupboard,Regular,Wood
1059,SHMSCE-01 -- Burma Teak  wood showcase,Cupboard,Showcase,Glass and Wood
1060,SHMSRK-01 -- Burma Teak  Shoe Rack,Stand,Shoe Rack,Wood
1061,SHMSRK-02 -- Old Burma Teak Shoe rack,Stand,Shoe Rack,Wood
1062,SHRK-01 -- burma teak rack,Shelf,Open Shelf,Wood
1063,SHSCBD-01 -- Burma Teak Showcase,Cupboard,Showcase,Glass and Wood
1064,SI1013-04 -- Coco cola box,Home Decor,Box,Wood
1065,SI1013-06 -- Iron Trolly Centre Table,Table,Coffee Table,Wood
1066,SI1013-07 -- Iron Wooden Lader Shelf,Shelf,Open Shelf,Metal
1067,SI1013-24 -- Old Burma teak Cupboard,Cupboard,Regular,Wood
1068,,,,
1069,SKP-01 -- MAGAZINE RACKS MADE FROM BURMA TEAKWOOD,Stand,Magazine Stand,Wood
1070,SKP-02 -- WOODEN TEA BOXES,Home Decor,Box,Wood
1071,SKP-05 -- WOODEN SMALL CUTLERY BOX,Home Decor,Box,Wood
1072,SKP-06 -- WOODEN BIG CUTLERY BOX,Home Decor,Box,Wood
1073,SKP-07 -- WOODEN NAPKIN BOX,Home Decor,Box,Wood
1074,SKP-08 -- WOODEN MUKHWAS BOX,Home Decor,Box,Wood
1075,SKP-09 -- WOODEN JEWELLERY BOX,Home Decor,Box,Wood
1076,SKP-10 -- WOODEN TEA TRAY,Home Decor,Objects,Wood
1077,SKP-11 -- WOODEN TRAY WITH BLUE & LAVENDER TILES,Home Decor,Objects,Stone
1078,SKP-12 -- WOODEN AGARBATTI STANDS WITH TILES,Home Decor,Objects,Wood
1079,SLBCBRD-01 -- B.T Open cabnet,Cupboard,Cabinet,Wood
1080,SLBCT-01 -- Baby khat,Home Decor,Charpai,Fabric
1081,SLBD-01 -- Old Rosewood Bed,Bed,,Wood
1082,SLBD-02 -- Burma teak  Bed,Bed,,Wood
1083,SLBD-04 -- Cane Bed,Bed,,Wood
1084,SLBD-05 -- Old Rose wood Singale Bed,Bed,,Wood
1085,SLBD-06 -- Old Burma Teak Bed,Bed,,Wood
1086,SLBD-07 -- Old Rose wood Bed,Bed,,Wood
1087,SLBD-08 -- Old Burma Teak  Bed,Bed,,Wood
1088,SLBKLBTA-01 -- table,Table,Coffee Table,Wood
1089,SLBNCH-03 -- Cast Allimunium bench,Chair,Bench,Metal and Wood
1090,SLBNCH-04 -- Cast Iron  Set,Chair,Bench,Metal and Wood
1091,SLBNCH-05 -- Cast Iron Bench,Chair,Bench,Metal and Wood
1092,SLBNCH-07 --  Wooden Bench,Chair,Bench,Wood
1093,SLBNCH-08 -- Burma Teak  Bench,Chair,Bench,Wood
1094,SLBNCH-09 -- Old Burma teak Distress Bench,Chair,Bench,Wood
1095,SLBNCH-10 -- Old Burma Bench,Chair,Bench,Wood
1096,SLBNCH-12 -- Old Burma teak Iron wooden Bench,Chair,Bench,Metal and Wood
1097,SL-BRCLTS -- LEATHER BRACELETS,Jewellery,Bracelet,Leather
1098,SLBRKT-07 -- Old Burma Teak Corner,Table,Side Table,Wood
1099,SLBRKT-08 -- Old Burma Teak,Table,Coffee Table,Wood
1100,SLBSTD-04 -- Old Burma teak Book std.,Shelf,Book Shelf,Wood
1101,SLBTBL-01 -- Burma Teak Bed Side Table,Table,Bedside,Wood
1102,SLBTBL-02 -- Burma Teak Bed side Table,Table,Bedside,Wood
1103,SLBTBL-03 -- Burma Teak Bed side Table,Table,Bedside,Wood
1104,SLBTBL-04 -- Burma Teak Bed side Table,Table,Bedside,Wood
1105,SLBX-05 --  wooden Make up  Box,Home Decor,Box,Wood
1106,SLCBD-01 -- Cupboard Old Burma teak,Cupboard,Regular,Wood
1107,SLCBD-02 -- Old Burma teak Cupboad,Cupboard,Regular,Wood
1108,SLCBD-03 -- Burma teak Cupboard,Cupboard,Regular,Wood
1109,SLCBD-05 -- Old  Burma Teak,Cupboard,Regular,Wood
1110,SLCBD-08 -- Old Burma Teak  Wood  Cupboard,Cupboard,Regular,Wood
1111,SLCBD-09 -- Old Burma teak  Cupbard,Cupboard,Regular,Wood
1112,SLCBD-10 -- Burma Teak Show case Cupboard,Cupboard,Showcase,Glass and Wood
1113,SLCBD-12 -- Distress cupboard,Cupboard,Regular,Wood
1114,SLCBD-13 -- Old Burma teak Pannal Cupbooard,Cupboard,Regular,Wood
1115,SLCBD-15 -- Old  Cupboard,Cupboard,Regular,Wood
1116,SLCBD-18 -- Decoreative Thai Console table,Table,Console,Wood
1117,SLCBD-22 -- WOODEN CUPBOARD,Cupboard,Regular,Wood
1118,SLCBNT-01 --  Cabinet Show Case,Cupboard,Cabinet,Wood
1119,SLCBNT-02 -- Old Burma Teak Cabinet,Cupboard,Cabinet,Wood
1120,SLCBNT-03 -- 2 drawer Cabinet,Cupboard,Cabinet,Wood
1121,SLCBNT-04 -- Old Burma Teak  Cabinet,Cupboard,Cabinet,Wood
1122,SLCBNT-06 --  Burma Teak Cabinet,Cupboard,Cabinet,Wood
1123,SLCBNT-07 -- Old Burma teak Cabinet,Cupboard,Cabinet,Wood
1124,SLCBNT-09 --  Burma Teak  Cabinet,Cupboard,Cabinet,Wood
1125,SLCBNT-11 -- Old burma teak Cabinet,Cupboard,Cabinet,Wood
1126,SLCBNT-12 -- Painted Cabinet,Cupboard,Cabinet,Wood
1127,SLCBNT-13 -- burma teak file cabinet,Cupboard,Cabinet,Wood
1128,SLCBNT-14 -- Burma teak cabinet (dhobi box),Cupboard,Cabinet,Wood
1129,"SLCBNT-20 -- Show Case 34""x 62""x16""",Cupboard,Showcase,Glass and Wood
1130,SLCHR-01 -- Bar Chair / I/W,Chair,Bar Chair,Wood
1131,SLCHR-02 -- Old  Chair,Chair,Sitting Chair,Wood
1132,SLCHR-03 -- OLD BURMA TEAK,Chair,Sitting Chair,Wood
1133,SLCHR-04 -- Old burma Teak Chair,Chair,Sitting Chair,Wood
1134,SLCHR-05 -- PLANTER CHAIR,Chair,Planter,Wood
1135,SLCHR-06 -- Old rose wood chair,Chair,Sitting Chair,Wood
1136,SLCHR-07 -- Burma teak  Folding Chair,Chair,Folding Chair,Wood
1137,SLCHR-08 -- Burma teak  Wood Chair,Chair,Sitting Chair,Wood
1138,SLCHR-09 --  Burma Teak Chair,Chair,Sitting Chair,Wood
1139,SLCHR-10 -- Old wooden Chair Wth Brass Inlay,Chair,Sitting Chair,Wood
1140,SLCHR-11 -- Old  Chair,Chair,Sitting Chair,Wood
1141,SLCHR-12 -- Burma Teak  Chair,Chair,Sitting Chair,Wood
1142,SLCHR-13 -- Old Burma Teak Chair,Chair,Sitting Chair,Wood
1143,SLCHR-14 -- Burma Teak Chair,Chair,Sitting Chair,Wood
1144,SLCHR-16 --  Burma teak Corner Chair,Chair,Sitting Chair,Wood
1145,SLCHR-17 -- Half Round Chairs,Chair,Sitting Chair,Wood
1146,SLCHR-18 --  Cushion Dinning Chair,Chair,Sitting Chair,Wood
1147,SLCHR-19 -- Iron Garden Chair,Chair,Sitting Chair,Metal and Wood
1148,SLCHR-20 -- MADE TO ORDER Table,Table,Bar Table,Wood
1149,SLCHR-21 -- Burma teak Planter Chair,Chair,Planter,Wood
1150,SLCHR-22 --   chair,Chair,Sitting Chair,Wood
1151,SLCHRNG-03 -- Old Burma teak chaurang,Bajot,Chaurangi,Wood
1152,SLCHST-01 -- Old Burma teak Chest,Trunk,Chest,Wood
1153,SLCHST-02 -- Green teak chest,Trunk,Chest,Wood
1154,SLCHST-03 -- Old Burma Teak,Trunk,Chest,Wood
1155,SLCHST-04 -- Old Mohagany Wood Chest wth 2 Drawer,Trunk,Chest,Wood
1156,SLCHST-06 -- Old Rose Wood Chest,Trunk,Chest,Wood
1157,SLCHST-10 -- OLd Burma teak Chest,Trunk,Chest,Wood
1158,SLCHST-12 -- Old Burma teak Chest,Trunk,Chest,Wood
1159,SLCHST-13 -- Old Burma Teak Chest,Trunk,Chest,Wood
1160,SLCHST-14 -- Old Burma Teak chest,Trunk,Chest,Wood
1161,SLCHST-17 -- Old  Chest.,Trunk,Chest,Wood
1162,slcht 03 -- chest burma teak,Trunk,Chest,Wood
1163,SLCOD-01 -- OLd Burma Teak Wood Long  Chet Of Drawer,Trunk,Chest,Wood
1164,SLCOD-03 --  Old Burma Teak Chest of Drawer,Trunk,Chest,Wood
1165,SLCRNR-01 -- Teak Wood Corner,Table,Side Table,Wood
1166,SLCTBL-02 -- Glass Top Rose Wood Finsh Centre Tile Table,Table,Coffee Table,Glass and Wood
1167,SLCTBL-04 -- Old burma teak Centre Table,Table,Coffee Table,Wood
1168,SLCTBL-05 --  Door Centre Table,Table,Coffee Table,Wood
1169,SLCTBL-07 -- Burma Teak centre table,Table,Coffee Table,Wood
1170,SLCTBL-08 --  Burma Teak wth glass top Centre table,Table,Coffee Table,Glass and Wood
1171,SLDCOD-01 -- Old Burma teak Dressing Chest of Drawer,Trunk,Chest,Wood
1172,SLDMIR-01 -- long mirror+ chest of drawer,Trunk,Chest,Glass and Wood
1173,SLDRTBL-04 -- Dressing Table,Table,Dressing Table,Wood
1174,SLDSTBL-01 -- New Burma Teak Dressing Mirror,Mirror,,Glass and Wood
1175,SLDTBL-01 -- Burma Teak Dinning Table  6x3,Table,Dining Table,Wood
1176,SLDTBL-03 -- Burma teak Dinning Table,Table,Dining Table,Wood
1177,SLDTBL-04 -- Burma Teak  wood   Dinning Table set  8 Chair,Table,Dining Table,Wood
1178,SLDTBL-05 --   Dinning Table Frame,Frame,,Wood
1179,SLDTBL-08 -- dressing table,Table,Dressing Table,Wood
1180,SLESL-01 -- Plain Easel,Home Decor,Objects,Wood
1181,SLESL-03 -- Burma teak easal M size.,Home Decor,Objects,Wood
1182,SLESL-04 -- BT Easel Small,Home Decor,Objects,Wood
1183,SLESL-05 -- Easel ( Burma Teak Wood),Home Decor,Objects,Wood
1184,SLGST-01       -- Garden Iron Set,Table,Dining Table,Wood
1185,SLHK-08 -- Burma teak Cloth Hanging,Home Decor,Mat,Fabric
1186,SLHK-13 -- Burma Teak wall Bracket wth Knobs,Home Decor,Bracket,Wood
1187,SLHTRK-01 -- OLd Burma Teak Hat Rack,Stand,Hat Rack,Wood
1188,SLHTRK-02 -- Old Burma teak Hat Rack,Stand,Hat Rack,Wood
1189,SLJHLA-01 -- Old Burma teak Jhula,Swing,,Wood
1190,SLJHLA-02 -- Burma Teak Zula,Swing,,Wood
1191,SLKMR-01 -- Kerala Mirror,Mirror,,Wood
1192,SLKMR-02 -- Burma Teak Kerala Mirror,Mirror,,Wood
1193,SLKMR-03 -- Burmateak kerala Mirror,Mirror,,Wood
1194,SLKMR-04 -- Wooden craved Mirror,Mirror,,Wood
1195,SLLBX-01 -- Burma Teak Letter Box,Home Decor,Box,Wood
1196,,,,
1197,SLMAGSTD-01 -- Magazine Stand Small,Stand,Magazine Stand,Wood
1198,SLMDR-01 -- New Burma teak,Home Decor,Temple,Wood
1199,SLMDR-02 -- Rose wood Mandir,Home Decor,Temple,Wood
1200,SLMDR-03 -- Burma Teak  Mandir,Home Decor,Temple,Wood
1201,SLMDR-04 -- Burma teak Mandir,Home Decor,Temple,Wood
1202,SLMDSK-01 -- Old Burma Teak Munim Desk wth Painting,Table,Study Table,Wood
1203,SLMDSK-03 -- Old Munim Desk,Table,Study Table,Wood
1204,SLMIR-02 -- Mirror,Mirror,,Glass and Wood
1205,SLMIR-03 -- Mirror,Mirror,,Glass and Wood
1206,SLMIR-07 -- Mirror,Mirror,,Glass and Wood
1207,SLMIR-08 -- Painted Mirror,Mirror,,Glass and Wood
1208,SLMIR-12 -- Old Mirror frame,Frame,,Wood
1209,SLMPF-01 -- Burma teak Multi photo frame,Frame,,Wood
1210,SLMPF-02 -- Burma Teak Multi Photo Frame,Frame,,Wood
1211,SLMR-01 -- Burma Teak Old Mirror,Mirror,,Wood
1212,SLMR-011 -- Burma Teak  mirror,Mirror,,Glass and Wood
1213,SLMR-02 -- Old mirror blue painted,Mirror,,Glass and Wood
1214,SLMR-03 --  Burma Teak Mirror,Mirror,,Glass and Wood
1215,SLMR-04 -- Burma Teak Mirror,Mirror,,Glass and Wood
1216,SLMR-05 --  Mirror,Mirror,,Glass and Wood
1217,SLMR-08 -- Burma teak Mirror,Mirror,,Glass and Wood
1218,SLMR-09 -- Burma teak Mirror,Mirror,,Glass and Wood
1219,SLMR-10 -- Old Burma teak Mirror,Mirror,,Glass and Wood
1220,SLMR-12 -- Mirror,Mirror,,Glass and Wood
1221,SLMR-15 -- Mirror frame,Frame,,Wood
1222,SLMRK-03 -- BURMA TEAK SHEALF + DRAWERS,Shelf,Open Shelf,Wood
1223,SLMRR-04 -- Burma teak Mirror,Mirror,,Glass and Wood
1224,SLOLTR-01 -- Old wooden Olter,Home Decor,Altar,Wood
1225,SLPCHR-01 -- Plantter Chair,Chair,Planter,Wood
1226,,,,
1227,SLPLR-01 -- Old Burma Teak  Piller Pair,Pillar,,Wood
1228,SLPLR-02 -- Cement Piller,Pillar,,Wood
1229,SLPMELPT-02 -- Paper Mashe Elephant,Home Decor,Animal,Wood
1230,SLPSTD-01 -- Wooden Plate std.,Stand,Plate Stand,Wood
1231,SLPT-02 -- Plain Pat,Bajot,Pidda,Wood
1232,SLQL-01 -- Feather Quill,Home Decor,Objects,
1233,SLRK-012 -- Shelf,Shelf,Open Shelf,Wood
1234,SLRK-02 -- Old burma teak,Shelf,Open Shelf,Wood
1235,SLRK-04 -- Kitchan Rack,Shelf,Open Shelf,Wood
1236,SLRK-06 -- Old Burma Teak Book Rack,Shelf,Book Shelf,Wood
1237,SLRK-08 -- Burma Teak Book case,Shelf,Book Shelf,Wood
1238,SLRK-09 -- Burma teak Wall Shelf,Shelf,Open Shelf,Wood
1239,SLRK-11 -- Burma teak Self,Shelf,Open Shelf,Wood
1240,SLRK-12 -- Burma Teak Shelf,Shelf,Open Shelf,Wood
1241,SLRK-13 -- Burma teak  Shelf,Shelf,Open Shelf,Wood
1242,SLRK-18 -- Old BurmaTeak  wood Rack,Shelf,Open Shelf,Wood
1243,SLRK-19 -- Burma Teak Rack,Shelf,Open Shelf,Wood
1244,SLRK-20 -- Old Burma Teak Shelf +Show case,Shelf,Open Shelf,Glass and Wood
1245,SLRK-25 -- Multi Magzine Rack,Stand,Magazine Stand,Wood
1246,SLSBRD-03 -- Burma Teak Side Board,Cupboard,Cabinet,Wood
1247,SLSBRD-04 -- Side board,Cupboard,Cabinet,Wood
1248,SLSCBRD-01 -- Burma Teak wood - Book case,Shelf,Book Shelf,Wood
1249,SLSCBRD-04 -- Burma Teak show case,Cupboard,Showcase,Glass and Wood
1250,SLSCBRD-05 -- Old Burma Teak show case,Cupboard,Showcase,Glass and Wood
1251,"SLSCBRD-06 -- Burma teak Show case Bar Unit 36""x 14""x72""",Cupboard,Showcase,Glass and Wood
1252,SLSCE-01 -- Burma teak  show case,Cupboard,Showcase,Glass and Wood
1253,SLSCE-02 -- Old Burma Teak Show case,Cupboard,Showcase,Glass and Wood
1254,SLSFA-01 -- Burma teak wood 2 Seater sofa,Sofa,Fabric ,Wood
1255,SLSFA-02 -- Old Rose wood Cane Sofa 2 Seater,Sofa,Fabric ,Wood
1256,SLSFA-03 -- Burma Teak Two Seater+2 Chair cane work,Sofa,Cane,Wood
1257,SLSFA-05 --  Rose Wood Sofa,Sofa,Fabric ,Wood
1258,SLSFA-06 -- Burma Teak Cushion Three Seater Sofa,Sofa,Fabric ,Wood
1259,SLSFA-09 -- Old Burma teak Cane sofa Set,Sofa,Cane,Wood
1260,SLSRK-01 -- Burma Teak Shoe Rack,Stand,Shoe Rack,Wood
1261,SLTBL-03 -- Smll round top Side Table,Table,Side Table,Wood
1262,SLTBL-04 -- Munim Desk,Table,Study Table,Wood
1263,SLTBL-09 -- Round marble top carved side table,Table,Side Table,Stone and Wood
1264,SLTBL-10 --  Burma teak,Table,Coffee Table,Wood
1265,SLTBL-11 -- Chakki wooden,Home Decor,Objects,Wood
1266,SLTBL-12 -- Burma Teak  W desk,Table,Coffee Table,Wood
1267,SLTBL-13 -- BT Study Table 49 L x 27 D x 47 L x 20Dx 30H,Table,Study Table,Wood
1268,SLTBL-16 -- Burma Teak Table,Table,Coffee Table,Wood
1269,SLTBL-18 -- Old Burma Teak Writting Desk,Table,Study Table,Wood
1270,SLTBL-19 -- Marble Top Table,Table,Dining Table,Stone and Wood
1271,SLTBL-20 -- Stool,Table,Stool,Wood
1272,"SLTBL-21 -- Table on order 42""x42 ""x17""",Table,Study Table,Wood
1273,SLTBL-22 --  Burma teak Table,Table,Coffee Table,Wood
1274,SLTBL-23 --  Table,Table,Coffee Table,Wood
1275,SLTBL-24 -- Glass top Table,Table,Coffee Table,Glass and Wood
1276,SLTBL-25 -- Round table old,Table,Coffee Table,Wood
1277,SLTBL-26 -- Folding table,Table,Coffee Table,Wood
1278,SLTBL-27 -- Burma Teak  table,Table,Coffee Table,Wood
1279,SLTBL-28 -- folding table,Table,Coffee Table,Wood
1280,SLTBL-32 -- Burma teak Desk,Table,Study Table,Wood
1281,SLTBL-34 -- Old Rose wood Marble top,Table,Dining Table,Stone and Wood
1282,SLTBL-37 -- Burma Teak Wood Console Table,Table,Console,Wood
1283,SLTBL-39       -- Marbal Top Burma teak,Table,Dining Table,Stone and Wood
1284,SLTBL-41 -- Burma teak  Table,Table,Coffee Table,Wood
1285,SLTBL-42 -- Burma teak  Table,Table,Coffee Table,Wood
1286,SLTBL-47 -- Garden Iron table,Table,Garden Table,Metal
1287,SLTR -- TRUNK,Trunk,Pitara,Wood
1288,SLTSTD-01 -- Towel Stand,Stand,Towel Stand,Wood
1289,SLTSTD-03 -- Burma teak cloth std.,Stand,Coat Rack,Wood
1290,SLTVSCE-01 -- TV Unit Show case,Cupboard,Cabinet,Wood
1291,SL-WD-MSK-1 -- WOODEN MASK,Home Decor,Objects,Wood
1292,SLWFR -- Old window,Window,,Wood
1293,VDC-112/1011 -- Dinning chair,Chair,Sitting Chair,Wood
1294,VDC-116/1011 -- Dinning chair,Chair,Sitting Chair,Wood
1295,VDC-122/1011 -- Dinning Chair,Chair,Sitting Chair,Wood
1296,VDC-132/1011 -- Dinning chair,Chair,Sitting Chair,Wood
1297,VDT-112/1011 -- Dinning Table,Table,Dining Table,Wood
1298,VDT-116/1011 -- Dinning table,Table,Dining Table,Wood
1299,VDT-122/1011 -- Dinning table,Table,Dining Table,Wood
1300,VDT-132/1011 -- Dinning table,Table,Dining Table,Wood
1301,VKPNL -- Panel,Window,,Wood
1302,VLCT-218/1011 -- Centre Table,Table,Coffee Table,Wood
1303,VLDS/CS-221/1011 -- Corner Double sofa set,Sofa,Fabric ,Wood
1304,VLST-221/1011 -- Side table,Table,Side Table,Wood
1305,VPSB311 -- Sun Bed,Bed,,Wood
1306,VU001 -- Garden Mulitilayer Umbrella 8 ft round,,,Wood
1307,WKH-S-02 -- Orange (small Sq. 3Hooks),Home Decor,Objects,Metal
1308,WKH-S-03 -- Yellow (Small Sq. 3 Hooks),Home Decor,Objects,Metal
1309,WKH-S-04 -- Red Green Blue Blak (5 Hooks),Home Decor,Objects,Metal
1310,YASC-03 -- Wooden  Table,Table,Coffee Table,Wood
1311,YASC-04 -- Wooden  Table,Table,Coffee Table,Wood
1312,YASC-05 -- Wooden  Cardle wth Std.,Table,Coffee Table,Wood
1313,YASC-08 -- Wooden  Consale table,Table,Console,Wood
1314,YASC-10 -- Wooden  Trays,Home Decor,Objects,Wood
1315,YASC-12 -- Wooden  Study Bench,Chair,Bench,Wood
1316,YASC-13 -- Wooden top Iron Bench,Chair,Bench,Metal and Wood
1317,YASC-14 -- Wooden Dinning Table,Table,Dining Table,Wood
1318,YASC-15 -- Wooden  Bed Side Cabinet,Cupboard,Cabinet,Wood
1319,YASC-16 -- Wooden  Table wth Tile Top,Table,Coffee Table,Stone and Wood
1320,YASC-18 -- Wooden  Consale table,Table,Console,Wood
1321,YASC-19 -- Wooden  Chest of Drawer,Trunk,Chest,Wood
1322,YASC-21 -- Wooden  Bucket,Home Decor,Objects,Wood
1323,YASC-22 -- Wooden Chest,Trunk,Chest,Wood
1324,YASC-23 -- Wooden  Trays wth Handle,Home Decor,Objects,Wood
1325,YASC-28 -- Wooden  Rack,Shelf,Open Shelf,Wood
1326,YASC-29 -- Wooden  Bed Side Cabinet,Cupboard,Cabinet,Wood
1327,YASC-31 -- Wooden Tray,Home Decor,Objects,Wood
1328,YASC-32 -- Copper pot,Home Decor,Utensil,Metal
1329,YASC-33 -- Cast Iron Bench,Chair,Bench,Metal and Wood
1330,YASC-34 -- Copper pot,Home Decor,Utensil,Glass and Wood
1331,ZIMFRM-02 -- Gold Finish Round Craved Mirror36x36,Mirror,,Glass and Wood
1332,ZIMFRM-04 -- Gold Finish craved Mirror,Mirror,,Glass and Wood
1333,ZIMFRM-06 -- Carved Round Mirror silver& gold finish 36x36,Mirror,,Glass and Wood
1334,ZIMFRM-09 -- Carved Round  mirror gold finish 36x36,Mirror,,Glass and Wood
1335,RCC0914-10 -- Handicraft C/T Rough Strip,Home Decor,Objects,Wood
1336,SLRK-01 -- Small multipurpose Shelf,Shelf,Open Shelf,Wood
1337,JAC0715-24 -- Birds Iron Stool,Home Decor,Stool,Metal and Wood
1338,SA-M-SHRK -- New Shoe Rack,Stand,Shoe Rack,Wood
1339,SLCHST-07 -- Old Burma teak,Trunk,Chest,Wood
1340,SLLDR-01 -- Wooden Lader 44*20*30,Ladder,,Wood
1341,SLRK-05 -- Burma Teak Multi Shelf Book Rack,Shelf,Book Shelf,Wood
1342,SLCHST-15 -- Old Burma teak wood chest,Trunk,Chest,Wood
1343,SHMALT-01 -- Old Alter,Home Decor,Altar,Wood
1344,SLPAT-02 -- Old Burma teak Pat,Furniture,,Wood
1345,,,,
1346,SHMPT-01 -- Mohagany wood pat,Furniture,,Wood
1347,ANDC0102 -- East Godavari Cotton yellow purple,Home Decor,Mat,Fabric
1348,JAC0715-01 -- Almira Small Old Door,Cupboard,Regular,Wood
1349,H2H0915-30 -- W/c Oil pot,Home Decor,Utensil,Wood
1350,SLRK-03 --  Burma Teak Shelf,Shelf,Open Shelf,Wood
1351,H2H0915-47 -- W/C TRUNK,Trunk,Chest,Wood
1352,RAC0914-14 -- Wooden Door Frame,Frame,,Wood
1353,H2H0915-37 -- W/c Letter Rack,Shelf,Open Shelf,Wood
1354,LSFA-01 -- Burma Teak Shage Lounge,Furniture,,Wood
1355,JAC0715-14 -- Bajot Small,Bajot,Regular,Wood
1356,JAC0215-32 -- Lader chair,Ladder,,Wood
1357,AMCHR-04 --  Burma Teak Wood +Cane,Chair,Cane Chair,Wood
1358,JAC0215-22 -- Drawer Chest 4 Drawer Iron,Trunk,Chest,Wood
1359,JAC0215-30 -- Book Shelf Singale,Shelf,Book Shelf,Wood
1360,JAC0215-05 -- Tokari Cloth different Color,Home Decor,Objects,Wood
1361,PCZ-10/CBD -- wooden glass fitted Almirah,Cupboard,Regular,Glass and Wood
1362,JAC--06 -- Wooden Iron chest,Trunk,Chest,Metal and Wood
1363,JAC-09 -- Old wooden Iron fitted chest,Trunk,Chest,Metal and Wood
1364,RAC0215-10 -- Wooden Table Jali,Table,Coffee Table,Wood
1365,SLCHRNG-02 -- Old Burma teak Chauki Painted,Bajot,Pidda,Wood
1366,JAC-10 -- wooden Damchi,Cupboard,Cabinet,Wood
1367,SHMCHST-01 -- Old Burma teak & rose wood chest,Trunk,Chest,Wood
1368,H2H-1015-76 --  DOOR CABINET WITH GLASS,Cupboard,Cabinet,Glass and Wood
1369,SLMDSK-02 -- Old Munim Desk BurmaTeak,Table,Study Table,Wood
1370,JKBKT-01 -- Old Iron painted Bucket,Home Decor,Objects,Wood
1371,SLRK-21 -- Plate std.,Stand,Plate Stand,Wood
1372,VNA-19 -- Wood Iron Centre Table,Table,Coffee Table,Metal and Wood
1373,SLCTSTD-01 -- Coat Stand Burma Teak,Stand,Coat Rack,Wood
1374,H2H4068 -- W/c 2 Drawer Console Table,Table,Console,Wood
1375,SLMIR-01 -- Burma teak  carving top Mirror,Mirror,,Glass and Wood
1376,SHMRK-01 -- Burma Teak Small Rack,Shelf,Open Shelf,Wood
1377,PCZ-12 -- wd.Wheel leg Iron ftd.Pitara,Trunk,Pitara,Wood
1378,GH-23 -- Lion Mask,Home Decor,Mask,Wood
1379,RAC0914-02 -- Mirror Frame,Frame,,Wood
1380,SLESL-02 -- Carved with Mirror Easal,Easel,,Glass and Wood
1381,JAC0715-19 -- Nesting table,Table,Nesting Table,Wood
1382,YLC-02 -- Floting candle,Home Decor,Objects,
1383,SLCTSTD -- Burma Teak Coat Std.,Stand,Coat Rack,Wood
1384,SLCOD-02 -- Old Burma teak Chest drawer,Trunk,Chest,Wood
1385,LSSFA-06 -- Shage Lounge Old Burma teak,Furniture,,Wood
1386,,,,
1387,RAC0914-07 -- Wooden Panel Consale,Table,Console,Wood
1388,H2H1015-05 -- W/C 2 DOOR 1 DR. ALMIRAH,Cupboard,Regular,Wood
1389,SL-STRCTR -- STRUCTURE WITH CANOPY 15FT HEIGHT,Furniture,,Wood
1390,JAC0215-04 -- Swing wth Chain,Swing,,Wood
1391,LSRK-01 -- Old Burma Teak,Furniture,,Wood
1392,JAC0715-06 -- Consale Table 3 Drawer,Table,Console,Wood
1393,LSCSE-01 -- OldBurma teak Show case,Cupboard,Showcase,Glass and Wood
1394,JAC0715-18 -- Book Shelf wooden Iron,Shelf,Book Shelf,Metal and Wood
1395,JAC0215-07 -- Damchi,Cupboard,Cabinet,Wood
